feature,score
indus,1.4161503772828685
tax,1.2943182659827417
nox,1.2850998592217304
ptratio,1.1733676022310742
rad,0.7257287888429769
dis,0.5701831731248808
age,0.3905960354077038
zn,0.37256142762876765
lstat,0.2599261725637696
rm,0.16424346102227627
b,0.15097278215601762
chas,0.010144626604464468
