feature,score
lstat,0.6643918798552502
rm,0.5228780386403407
indus,0.47499365367459667
nox,0.4697074377074837
ptratio,0.4619714912169681
tax,0.371159632078812
crim,0.33419136435163965
age,0.31324920226728237
dis,0.2994568280623455
rad,0.21637975167570955
zn,0.21087489375209523
b,0.16881977771923662
chas,0.021059067049399527
