feature,score
Economy (GDP per Capita),0.7957028014396273
Family,0.7700379625427317
Health (Life Expectancy),0.7569604386042307
Freedom,0.5763521731294409
Dystopia Residual,0.5324872196831733
Trust (Government Corruption),0.3023968674603488
Generosity,0.17246297111854914
