feature,score
Economy (GDP per Capita),0.7809655268660213
Family,0.740605197236785
Health (Life Expectancy),0.7241995951050698
Freedom,0.5682109041925176
Dystopia Residual,0.5304735177821583
Trust (Government Corruption),0.39519858383691103
Generosity,0.18031852669717452
