feature,score
lstat,0.7747715390814232
rm,0.7044166880293722
indus,0.537084384220276
crim,0.5248513035355428
ptratio,0.5247317085082495
nox,0.5175048885237925
tax,0.5099488279176245
age,0.4761544224379311
rad,0.44185852231687844
zn,0.4124176671597624
b,0.38320561158246824
dis,0.3775641553366505
chas,0.16136909687008485
