feature,score
lstat,-0.8508797509463147
rm,0.6258669308487645
indus,-0.5728146713474196
nox,-0.5626783644944918
tax,-0.5575482547632095
ptratio,-0.5566030658951016
crim,-0.5553696067019714
age,-0.5476583593811553
zn,0.44735676602972424
dis,0.44333807062124486
rad,-0.33811183565472824
b,0.1825121670515533
chas,0.14473546923521965
